Date,Temp
2021-08-10 15:22:59,0.0008189447972137897
2021-08-10 15:23:00,0.0008189447972137897
2021-08-10 15:23:01,0.0008189447972137897
2021-08-10 15:23:02,0.0008189447972137897
2021-08-10 15:23:03,0.0008189447972137897
2021-08-10 15:23:04,0.0008189447972137897
2021-08-10 15:23:05,0.0008189447972137897
2021-08-10 15:23:06,0.0008189447972137897
2021-08-10 15:23:07,0.0008189447972137897
2021-08-10 15:23:08,0.0008189447972137897
2021-08-10 15:23:09,0.0008189447972137897
2021-08-10 15:23:10,0.0008189447972137897
2021-08-10 15:23:11,0.0008189447972137897
2021-08-10 15:23:12,0.0008189447972137897
2021-08-10 15:23:13,0.0008189447972137897
2021-08-10 15:23:14,0.0008189447972137897
2021-08-10 15:23:15,0.0008189447972137897
2021-08-10 15:23:16,0.0008189447972137897
2021-08-10 15:23:17,0.0008189447972137897
2021-08-10 15:23:18,0.0008189447972137897
2021-08-10 15:23:19,0.0008189447972137897
2021-08-10 15:23:20,0.0008189447972137897
2021-08-10 15:23:21,0.0008189447972137897
2021-08-10 15:23:22,0.0008189447972137897
2021-08-10 15:23:23,0.0008189447972137897
2021-08-10 15:23:24,0.0008189447972137897
2021-08-10 15:23:25,0.0008189447972137897
2021-08-10 15:23:40,0.0006452946494524997
2021-08-10 15:23:41,0.0006529521153294725
2021-08-10 15:23:42,0.0006606095812064454
2021-08-10 15:23:43,0.0009188959052367387
2021-08-10 15:23:44,0.0009188959052367387
2021-08-10 15:23:45,0.0009188959052367387
2021-08-10 15:23:46,0.0009188959052367387
2021-08-10 15:23:47,0.0009188959052367387
2021-08-10 15:23:48,0.0009188959052367387
2021-08-10 15:23:49,0.0009188959052367387
2021-08-10 15:23:50,0.0009188959052367387
2021-08-10 15:23:51,0.0009188959052367387
2021-08-10 15:23:52,0.0009188959052367387
2021-08-10 15:23:53,0.0009188959052367387
2021-08-10 15:23:54,0.0009188959052367387
2021-08-10 15:23:55,0.0009188959052367387
2021-08-10 15:23:56,0.0009188959052367387
2021-08-10 15:23:57,0.0009188959052367387
2021-08-10 15:23:58,0.0009188959052367387
2021-08-10 15:23:59,0.0009188959052367387
2021-08-10 15:24:00,0.0009188959052367387
2021-08-10 15:24:01,0.0009188959052367387
2021-08-10 15:24:02,0.0009188959052367387
2021-08-10 15:24:03,0.0009188959052367387
2021-08-10 15:24:04,0.0009188959052367387
2021-08-10 15:24:05,0.0009188959052367387
2021-08-10 15:24:06,0.0009188959052367387
2021-08-10 15:24:07,0.0009188959052367387
2021-08-10 15:24:08,0.0009188959052367387
2021-08-10 15:24:09,0.0009188959052367387
2021-08-10 15:24:10,0.0009188959052367387
2021-08-10 15:24:11,0.0009188959052367387
2021-08-10 15:24:12,0.0009188959052367387
2021-08-10 15:24:13,0.0009188959052367387
2021-08-10 15:24:14,0.0009188959052367387
2021-08-10 15:24:15,0.0009188959052367387
2021-08-10 15:24:16,0.0009188959052367387
2021-08-10 15:24:17,0.0009188959052367387
2021-08-10 15:24:18,0.0009188959052367387
2021-08-10 15:24:19,0.0009188959052367387
2021-08-10 15:24:20,0.0009188959052367387
2021-08-10 15:24:21,0.0009188959052367387
2021-08-10 15:24:22,0.0009188959052367387
2021-08-10 15:24:23,0.0009188959052367387
2021-08-10 15:24:24,0.0009188959052367387
2021-08-10 15:24:25,0.0009188959052367387
2021-08-10 15:24:26,0.0009188959052367387
2021-08-10 15:24:27,0.0009188959052367387
2021-08-10 15:24:28,0.0009188959052367387
2021-08-10 15:24:29,0.0009188959052367387
2021-08-10 15:24:30,0.0009188959052367387
2021-08-10 15:24:31,0.0009188959052367387
2021-08-10 15:24:32,0.0009188959052367387
2021-08-10 15:24:33,0.0009188959052367387
2021-08-10 15:24:34,0.0009188959052367387
2021-08-10 15:24:35,0.0009188959052367387
2021-08-10 15:24:36,0.0009188959052367387
2021-08-10 15:24:37,0.0009188959052367387
2021-08-10 15:24:38,0.0009188959052367387
2021-08-10 15:24:39,0.0009188959052367387
2021-08-10 15:24:40,0.0009188959052367387
2021-08-10 15:24:41,0.0009275346170662776
2021-08-10 15:24:42,0.0009275346170662776
2021-08-10 15:24:43,0.0009275346170662776
2021-08-10 15:24:44,0.0009354055094245033
2021-08-10 15:24:45,0.0009354055094245033
2021-08-10 15:24:46,0.0009354055094245033
2021-08-10 15:24:47,0.0009354055094245033
2021-08-10 15:24:48,0.0009354055094245033
2021-08-10 15:24:49,0.0009354055094245033
2021-08-10 15:24:50,0.0009354055094245033
2021-08-10 15:24:51,0.0009354055094245033
2021-08-10 15:24:52,0.0009354055094245033
2021-08-10 15:24:53,0.0009354055094245033
2021-08-10 15:24:54,0.0009354055094245033
2021-08-10 15:24:55,0.0009354055094245033
2021-08-10 15:24:56,0.0009354055094245033
2021-08-10 15:24:57,0.0009354055094245033
2021-08-10 15:24:58,0.0009354055094245033
2021-08-10 15:24:59,0.0009354055094245033
2021-08-10 15:25:00,0.0009354055094245033
2021-08-10 15:25:01,0.0009354055094245033
2021-08-10 15:25:02,0.0009354055094245033
2021-08-10 15:25:03,0.0009354055094245033
2021-08-10 15:25:04,0.0009354055094245033
2021-08-10 15:25:05,0.0009354055094245033
2021-08-10 15:25:06,0.0009354055094245033
2021-08-10 15:25:07,0.0009354055094245033
2021-08-10 15:25:08,0.0009354055094245033
2021-08-10 15:25:09,0.0009354055094245033
2021-08-10 15:25:10,0.0009354055094245033
2021-08-10 15:25:11,0.0009354055094245033
2021-08-10 15:25:12,0.0009354055094245033
2021-08-10 15:25:13,0.0009354055094245033
2021-08-10 15:25:14,0.0009354055094245033
2021-08-10 15:25:15,0.0009354055094245033
2021-08-10 15:25:16,0.0009354055094245033
2021-08-10 15:25:17,0.0009354055094245033
2021-08-10 15:25:18,0.0009354055094245033
2021-08-10 15:25:19,0.0009354055094245033
2021-08-10 15:25:20,0.0009354055094245033
2021-08-10 15:25:21,0.0009354055094245033
2021-08-10 15:25:22,0.0009354055094245033
2021-08-10 15:25:23,0.0009354055094245033
2021-08-10 15:25:24,0.0009354055094245033
2021-08-10 15:25:25,0.0009354055094245033
2021-08-10 15:25:26,0.0009354055094245033
2021-08-10 15:25:27,0.0009354055094245033
2021-08-10 15:25:28,0.0009354055094245033
2021-08-10 15:25:29,0.0009354055094245033
2021-08-10 15:25:30,0.0009354055094245033
2021-08-10 15:25:31,0.0009354055094245033
2021-08-10 15:25:32,0.0009354055094245033
2021-08-10 15:25:33,0.0009354055094245033
2021-08-10 15:25:34,0.0009354055094245033
2021-08-10 15:25:35,0.0009354055094245033
2021-08-10 15:25:36,0.0009354055094245033
2021-08-10 15:25:37,0.0009354055094245033
2021-08-10 15:25:38,0.0009354055094245033
2021-08-10 15:25:39,0.0009354055094245033
2021-08-10 15:25:44,0.0008554387753505259
2021-08-10 15:25:45,0.0008554387753505259
2021-08-10 15:25:46,0.0008554387753505259
2021-08-10 15:25:47,0.0008554387753505259
2021-08-10 15:25:48,0.0008554387753505259
2021-08-10 15:25:49,0.0008554387753505259
2021-08-10 15:25:50,0.0008554387753505259
2021-08-10 15:25:51,0.0008554387753505259
2021-08-10 15:25:52,0.0008554387753505259
2021-08-10 15:25:53,0.0008554387753505259
2021-08-10 15:25:54,0.0008554387753505259
2021-08-10 15:25:55,0.0008554387753505259
2021-08-10 15:25:56,0.0008554387753505259
2021-08-10 15:25:57,0.0008554387753505259
2021-08-10 15:25:58,0.0008554387753505259
2021-08-10 15:25:59,0.0008554387753505259
2021-08-10 15:26:00,0.0008554387753505259
2021-08-10 15:26:01,0.0008554387753505259
2021-08-10 15:26:02,0.0008554387753505259
2021-08-10 15:26:03,0.0008554387753505259
2021-08-10 15:26:04,0.0008554387753505259
2021-08-10 15:26:05,0.0008554387753505259
2021-08-10 15:26:06,0.0008554387753505259
2021-08-10 15:26:07,0.0008554387753505259
2021-08-10 15:26:08,0.0008554387753505259
2021-08-10 15:26:09,0.0008554387753505259
2021-08-10 15:26:10,0.0008554387753505259
2021-08-10 15:26:11,0.0008554387753505259
2021-08-10 15:26:12,0.0008554387753505259
2021-08-10 15:26:13,0.0008554387753505259
2021-08-10 15:26:14,0.0008554387753505259
2021-08-10 15:26:15,0.0008554387753505259
2021-08-10 15:26:16,0.0008554387753505259
2021-08-10 15:26:17,0.0008554387753505259
2021-08-10 15:26:18,0.0008554387753505259
2021-08-10 15:26:19,0.0008554387753505259
2021-08-10 15:26:20,0.0008554387753505259
2021-08-10 15:26:21,0.0008554387753505259
2021-08-10 15:26:22,0.0008554387753505259
2021-08-10 15:26:23,0.0008554387753505259
2021-08-10 15:26:24,0.0008554387753505259
2021-08-10 15:26:25,0.0008554387753505259
2021-08-10 15:26:26,0.0008554387753505259
2021-08-10 15:26:27,0.0008554387753505259
2021-08-10 15:26:28,0.0008554387753505259
2021-08-10 15:26:29,0.0008554387753505259
2021-08-10 15:26:30,0.0008554387753505259
2021-08-10 15:26:31,0.0008554387753505259
2021-08-10 15:26:32,0.0008554387753505259
2021-08-10 15:26:33,0.0008554387753505259
2021-08-10 15:26:34,0.0008554387753505259
2021-08-10 15:26:35,0.0008554387753505259
2021-08-10 15:26:36,0.0008554387753505259
2021-08-10 15:26:37,0.0009288200388189159
2021-08-10 15:26:38,0.0009288200388189159
2021-08-10 15:26:39,0.0009288200388189159
2021-08-10 15:26:40,0.0009288200388189159
2021-08-10 15:26:41,0.0007104066869941282
2021-08-10 15:26:42,0.0007188815654551379
2021-08-10 15:26:43,0.0007273564439161473
2021-08-10 15:26:44,0.0007358313223771569
2021-08-10 15:26:45,0.0007443062008381667
2021-08-10 15:26:46,0.0010169854153211498
2021-08-10 15:26:47,0.0010169854153211498
2021-08-10 15:26:48,0.0010169854153211498
2021-08-10 15:26:49,0.0010169854153211498
2021-08-10 15:26:50,0.0010169854153211498
2021-08-10 15:26:51,0.0010169854153211498
2021-08-10 15:26:52,0.0010169854153211498
2021-08-10 15:26:53,0.0010169854153211498
2021-08-10 15:26:54,0.0010169854153211498
2021-08-10 15:26:55,0.0010169854153211498
2021-08-10 15:26:56,0.0010169854153211498
2021-08-10 15:26:57,0.0010169854153211498
2021-08-10 15:26:58,0.0010169854153211498
2021-08-10 15:26:59,0.0010169854153211498
2021-08-10 15:27:00,0.0010169854153211498
2021-08-10 15:27:01,0.0010169854153211498
2021-08-10 15:27:02,0.0010169854153211498
2021-08-10 15:27:03,0.0010169854153211498
2021-08-10 15:27:04,0.0010169854153211498
2021-08-10 15:27:05,0.0010169854153211498
2021-08-10 15:27:06,0.0010169854153211498
2021-08-10 15:27:07,0.0010169854153211498
2021-08-10 15:27:08,0.0010169854153211498
2021-08-10 15:27:09,0.0010169854153211498
2021-08-10 15:27:10,0.0010169854153211498
2021-08-10 15:27:11,0.0010169854153211498
2021-08-10 15:27:12,0.0010169854153211498
2021-08-10 15:27:13,0.0010169854153211498
2021-08-10 15:27:14,0.0010169854153211498
2021-08-10 15:27:15,0.0010169854153211498
2021-08-10 15:27:16,0.0010169854153211498
2021-08-10 15:27:17,0.0010169854153211498
2021-08-10 15:27:18,0.0010169854153211498
2021-08-10 15:27:19,0.0010169854153211498
2021-08-10 15:27:20,0.0010169854153211498
2021-08-10 15:27:21,0.0010169854153211498
2021-08-10 15:27:22,0.0010169854153211498
2021-08-10 15:27:23,0.0010169854153211498
2021-08-10 15:27:24,0.0010169854153211498
2021-08-10 15:27:25,0.0010169854153211498
2021-08-10 15:27:26,0.0010169854153211498
2021-08-10 15:27:27,0.0010169854153211498
2021-08-10 15:27:28,0.0010169854153211498
2021-08-10 15:27:29,0.0010169854153211498
2021-08-10 15:27:30,0.0010169854153211498
2021-08-10 15:27:31,0.0010169854153211498
2021-08-10 15:27:32,0.0010169854153211498
2021-08-10 15:27:33,0.0010169854153211498
2021-08-10 15:27:34,0.0010169854153211498
2021-08-10 15:27:35,0.0007414755914321895
2021-08-10 15:27:36,0.0007330007129711799
2021-08-10 15:27:37,0.0007245258345101702
2021-08-10 15:27:38,0.0007160509560491607
2021-08-10 15:27:39,0.0007075760775881511
2021-08-10 15:27:40,0.0006991011991271415
2021-08-10 15:27:41,0.000690626320666132
2021-08-10 15:27:42,0.0006821514422051223
2021-08-10 15:27:43,0.0009384692328450974
2021-08-10 15:27:44,0.0008757396753147684
2021-08-10 15:27:45,0.0008757396753147684
2021-08-10 15:27:46,0.0008757396753147684
2021-08-10 15:27:47,0.0008757396753147684
2021-08-10 15:27:48,0.0008757396753147684
2021-08-10 15:27:49,0.0008757396753147684
2021-08-10 15:27:50,0.0008757396753147684
2021-08-10 15:27:51,0.0008757396753147684
2021-08-10 15:27:52,0.0008757396753147684
2021-08-10 15:27:53,0.0008757396753147684
2021-08-10 15:27:54,0.0008757396753147684
2021-08-10 15:27:55,0.0008757396753147684
2021-08-10 15:27:56,0.0008757396753147684
2021-08-10 15:27:57,0.0008757396753147684
2021-08-10 15:27:58,0.0008757396753147684
2021-08-10 15:27:59,0.0008757396753147684
2021-08-10 15:28:00,0.0008757396753147684
2021-08-10 15:28:01,0.0008757396753147684
2021-08-10 15:28:02,0.0008757396753147684
2021-08-10 15:28:03,0.0008757396753147684
2021-08-10 15:28:04,0.0008757396753147684
2021-08-10 15:28:05,0.0008757396753147684
2021-08-10 15:28:06,0.0008757396753147684
2021-08-10 15:28:07,0.0008757396753147684
2021-08-10 15:28:08,0.0008757396753147684
2021-08-10 15:28:09,0.0008757396753147684
2021-08-10 15:28:10,0.0008757396753147684
2021-08-10 15:28:11,0.0008757396753147684
2021-08-10 15:28:12,0.0008757396753147684
2021-08-10 15:28:13,0.0008757396753147684
2021-08-10 15:28:14,0.0008757396753147684
2021-08-10 15:28:15,0.0008757396753147684
2021-08-10 15:28:16,0.0008757396753147684
2021-08-10 15:28:17,0.0008757396753147684
2021-08-10 15:28:18,0.0008757396753147684
2021-08-10 15:28:19,0.0008757396753147684
2021-08-10 15:28:20,0.0008757396753147684
2021-08-10 15:28:21,0.0008757396753147684
2021-08-10 15:28:22,0.0008757396753147684
2021-08-10 15:28:23,0.0008757396753147684
2021-08-10 15:28:24,0.0008757396753147684
2021-08-10 15:28:25,0.0008757396753147684
2021-08-10 15:28:26,0.0008757396753147684
2021-08-10 15:28:27,0.0008757396753147684
2021-08-10 15:28:28,0.0008757396753147684
2021-08-10 15:28:29,0.0008757396753147684
2021-08-10 15:28:30,0.0008757396753147684
2021-08-10 15:28:31,0.0008757396753147684
2021-08-10 15:28:32,0.0008757396753147684
2021-08-10 15:28:33,0.0008757396753147684
2021-08-10 15:28:34,0.0008757396753147684
2021-08-10 15:28:35,0.000882067049904163
2021-08-10 15:28:36,0.000882067049904163
2021-08-10 15:28:37,0.0006022720777252683
2021-08-10 15:28:38,0.0006096887648470623
2021-08-10 15:28:39,0.0006171054519688561
2021-08-10 15:28:40,0.0006245221390906499
2021-08-10 15:28:41,0.0006319388262124438
2021-08-10 15:28:42,0.0006393555133342376
2021-08-10 15:28:43,0.0006467722004560313
2021-08-10 15:28:44,0.0006541888875778252
2021-08-10 15:28:45,0.0008900024546152601
2021-08-10 15:28:46,0.0008900024546152601
2021-08-10 15:28:47,0.0008900024546152601
2021-08-10 15:28:48,0.0008900024546152601
2021-08-10 15:28:49,0.0008900024546152601
2021-08-10 15:28:50,0.0008900024546152601
2021-08-10 15:28:51,0.0008900024546152601
2021-08-10 15:28:52,0.0008900024546152601
2021-08-10 15:28:53,0.0008900024546152601
2021-08-10 15:28:54,0.0008900024546152601
2021-08-10 15:28:55,0.0008900024546152601
2021-08-10 15:28:56,0.0008900024546152601
2021-08-10 15:28:57,0.0008900024546152601
2021-08-10 15:28:58,0.0008900024546152601
2021-08-10 15:28:59,0.0008900024546152601
2021-08-10 15:29:00,0.0008900024546152601
2021-08-10 15:29:01,0.0008900024546152601
2021-08-10 15:29:02,0.0008900024546152601
2021-08-10 15:29:03,0.0008900024546152601
2021-08-10 15:29:04,0.0008900024546152601
2021-08-10 15:29:05,0.0008900024546152601
2021-08-10 15:29:06,0.0008900024546152601
2021-08-10 15:29:07,0.0008900024546152601
2021-08-10 15:29:08,0.0008900024546152601
2021-08-10 15:29:09,0.0008900024546152601
2021-08-10 15:29:10,0.0008900024546152601
2021-08-10 15:29:11,0.0008900024546152601
2021-08-10 15:29:12,0.0008900024546152601
2021-08-10 15:29:13,0.0008900024546152601
2021-08-10 15:29:14,0.0008900024546152601
2021-08-10 15:29:15,0.0008900024546152601
2021-08-10 15:29:16,0.0008900024546152601
2021-08-10 15:29:17,0.0008900024546152601
2021-08-10 15:29:18,0.0008900024546152601
2021-08-10 15:29:19,0.0008900024546152601
2021-08-10 15:29:20,0.0008900024546152601
2021-08-10 15:29:21,0.0008900024546152601
2021-08-10 15:29:22,0.0008900024546152601
2021-08-10 15:29:23,0.0008900024546152601
2021-08-10 15:29:24,0.0008900024546152601
2021-08-10 15:29:25,0.0008900024546152601
2021-08-10 15:29:26,0.0008900024546152601
2021-08-10 15:29:27,0.0008900024546152601
2021-08-10 15:29:28,0.0008900024546152601
2021-08-10 15:29:29,0.0008900024546152601
2021-08-10 15:29:30,0.0008900024546152601
2021-08-10 15:29:31,0.0008900024546152601
2021-08-10 15:29:32,0.0008900024546152601
2021-08-10 15:29:33,0.0006519490480670436
2021-08-10 15:29:34,0.0006445323609452497
2021-08-10 15:29:35,0.0006371156738234559
2021-08-10 15:29:36,0.0006296989867016621
2021-08-10 15:29:37,0.0006222822995798682
2021-08-10 15:29:38,0.0006148656124580744
2021-08-10 15:29:39,0.0008677730388026533
2021-08-10 15:29:40,0.0008677730388026533
2021-08-10 15:29:41,0.0008677730388026533
2021-08-10 15:29:42,0.0008677730388026533
2021-08-10 15:29:43,0.0008494849248606408
2021-08-10 15:29:44,0.0008494849248606408
2021-08-10 15:29:45,0.0008494849248606408
2021-08-10 15:29:46,0.0008494849248606408
2021-08-10 15:29:47,0.0008494849248606408
2021-08-10 15:29:48,0.0008494849248606408
2021-08-10 15:29:49,0.0008494849248606408
2021-08-10 15:29:50,0.0008494849248606408
2021-08-10 15:29:51,0.0008494849248606408
2021-08-10 15:29:52,0.0008494849248606408
2021-08-10 15:29:53,0.0008494849248606408
2021-08-10 15:29:54,0.0008494849248606408
2021-08-10 15:29:55,0.0008494849248606408
2021-08-10 15:29:56,0.0008494849248606408
2021-08-10 15:29:57,0.0008494849248606408
2021-08-10 15:29:58,0.0008494849248606408
2021-08-10 15:29:59,0.0008494849248606408
2021-08-10 15:30:00,0.0008494849248606408
2021-08-10 15:30:01,0.0008494849248606408
2021-08-10 15:30:02,0.0008494849248606408
2021-08-10 15:30:03,0.0008494849248606408
2021-08-10 15:30:04,0.0008494849248606408
2021-08-10 15:30:05,0.0008494849248606408
2021-08-10 15:30:06,0.0008494849248606408
2021-08-10 15:30:07,0.0008494849248606408
2021-08-10 15:30:08,0.0008494849248606408
2021-08-10 15:30:09,0.0008494849248606408
2021-08-10 15:30:10,0.0008494849248606408
2021-08-10 15:30:11,0.0008494849248606408
2021-08-10 15:30:12,0.0008494849248606408
2021-08-10 15:30:13,0.0008494849248606408
2021-08-10 15:30:14,0.0008494849248606408
2021-08-10 15:30:15,0.0008494849248606408
2021-08-10 15:30:16,0.0008494849248606408
2021-08-10 15:30:17,0.0008494849248606408
2021-08-10 15:30:18,0.0008494849248606408
2021-08-10 15:30:19,0.0008494849248606408
2021-08-10 15:30:20,0.0008494849248606408
2021-08-10 15:30:21,0.0008494849248606408
2021-08-10 15:30:22,0.0008494849248606408
2021-08-10 15:30:23,0.0008494849248606408
2021-08-10 15:30:24,0.0008494849248606408
2021-08-10 15:30:25,0.0008494849248606408
2021-08-10 15:30:26,0.0008494849248606408
2021-08-10 15:30:27,0.0008494849248606408
2021-08-10 15:30:28,0.0008494849248606408
2021-08-10 15:30:29,0.0008494849248606408
2021-08-10 15:30:30,0.0008494849248606408
2021-08-10 15:30:31,0.0008494849248606408
2021-08-10 15:30:32,0.0008494849248606408
2021-08-10 15:30:33,0.0008494849248606408
2021-08-10 15:30:34,0.0008494849248606408
2021-08-10 15:30:39,0.000836446935154197
2021-08-10 15:30:40,0.000836446935154197
2021-08-10 15:30:41,0.000836446935154197
2021-08-10 15:30:42,0.000836446935154197
2021-08-10 15:30:43,0.000836446935154197
2021-08-10 15:30:44,0.000836446935154197
2021-08-10 15:30:45,0.000836446935154197
2021-08-10 15:30:46,0.000836446935154197
2021-08-10 15:30:47,0.000836446935154197
2021-08-10 15:30:48,0.000836446935154197
2021-08-10 15:30:49,0.000836446935154197
2021-08-10 15:30:50,0.000836446935154197
2021-08-10 15:30:51,0.000836446935154197
2021-08-10 15:30:52,0.000836446935154197
2021-08-10 15:30:53,0.000836446935154197
2021-08-10 15:30:54,0.000836446935154197
2021-08-10 15:30:55,0.000836446935154197
2021-08-10 15:30:56,0.000836446935154197
2021-08-10 15:30:57,0.000836446935154197
2021-08-10 15:30:58,0.000836446935154197
2021-08-10 15:30:59,0.000836446935154197
2021-08-10 15:31:00,0.000836446935154197
2021-08-10 15:31:01,0.000836446935154197
2021-08-10 15:31:02,0.000836446935154197
2021-08-10 15:31:03,0.000836446935154197
2021-08-10 15:31:04,0.000836446935154197
2021-08-10 15:31:05,0.000836446935154197
2021-08-10 15:31:06,0.000836446935154197
2021-08-10 15:31:07,0.000836446935154197
2021-08-10 15:31:08,0.000836446935154197
2021-08-10 15:31:09,0.000836446935154197
2021-08-10 15:31:10,0.000836446935154197
2021-08-10 15:31:11,0.000836446935154197
2021-08-10 15:31:12,0.000836446935154197
2021-08-10 15:31:13,0.000836446935154197
2021-08-10 15:31:14,0.000836446935154197
2021-08-10 15:31:15,0.000836446935154197
2021-08-10 15:31:16,0.000836446935154197
2021-08-10 15:31:17,0.000836446935154197
2021-08-10 15:31:18,0.000836446935154197
2021-08-10 15:31:19,0.000836446935154197
2021-08-10 15:31:20,0.000836446935154197
2021-08-10 15:31:21,0.000836446935154197
2021-08-10 15:31:22,0.000836446935154197
2021-08-10 15:31:23,0.000836446935154197
2021-08-10 15:31:24,0.000836446935154197
2021-08-10 15:31:25,0.000836446935154197
2021-08-10 15:31:26,0.000836446935154197
2021-08-10 15:31:27,0.000836446935154197
2021-08-10 15:31:28,0.000836446935154197
2021-08-10 15:31:29,0.000836446935154197
2021-08-10 15:31:30,0.000836446935154197
2021-08-10 15:31:31,0.000836446935154197
2021-08-10 15:31:32,0.0008526500925548345
2021-08-10 15:31:33,0.0008526500925548345
2021-08-10 15:31:34,0.0008526500925548345
2021-08-10 15:31:35,0.0008526500925548345
2021-08-10 15:31:36,0.0008526500925548345
2021-08-10 15:31:37,0.0008526500925548345
2021-08-10 15:31:38,0.0008526500925548345
2021-08-10 15:31:39,0.0006278528501558408
2021-08-10 15:31:40,0.0006351131111488776
2021-08-10 15:31:41,0.0008712313191644222
2021-08-10 15:31:42,0.0008712313191644222
2021-08-10 15:31:43,0.0008712313191644222
2021-08-10 15:31:44,0.0008712313191644222
2021-08-10 15:31:45,0.0008712313191644222
2021-08-10 15:31:46,0.0008712313191644222
2021-08-10 15:31:47,0.0008712313191644222
2021-08-10 15:31:48,0.0008712313191644222
2021-08-10 15:31:49,0.0008712313191644222
2021-08-10 15:31:50,0.0008712313191644222
2021-08-10 15:31:51,0.0008712313191644222
2021-08-10 15:31:52,0.0008712313191644222
2021-08-10 15:31:53,0.0008712313191644222
2021-08-10 15:31:54,0.0008712313191644222
2021-08-10 15:31:55,0.0008712313191644222
2021-08-10 15:31:56,0.0008712313191644222
2021-08-10 15:31:57,0.0008712313191644222
2021-08-10 15:31:58,0.0008712313191644222
2021-08-10 15:31:59,0.0008712313191644222
2021-08-10 15:32:00,0.0008712313191644222
2021-08-10 15:32:01,0.0008712313191644222
2021-08-10 15:32:02,0.0008712313191644222
2021-08-10 15:32:03,0.0008712313191644222
2021-08-10 15:32:04,0.0008712313191644222
2021-08-10 15:32:05,0.0008712313191644222
2021-08-10 15:32:06,0.0008712313191644222
2021-08-10 15:32:07,0.000871231319164422
2021-08-10 15:32:08,0.000871231319164422
2021-08-10 15:32:09,0.000871231319164422
2021-08-10 15:32:10,0.000871231319164422
2021-08-10 15:32:11,0.000871231319164422
2021-08-10 15:32:12,0.000871231319164422
2021-08-10 15:32:13,0.000871231319164422
2021-08-10 15:32:14,0.000871231319164422
2021-08-10 15:32:15,0.000871231319164422
2021-08-10 15:32:16,0.000871231319164422
2021-08-10 15:32:17,0.000871231319164422
2021-08-10 15:32:18,0.000871231319164422
2021-08-10 15:32:19,0.000871231319164422
2021-08-10 15:32:20,0.000871231319164422
2021-08-10 15:32:21,0.000871231319164422
2021-08-10 15:32:22,0.000871231319164422
2021-08-10 15:32:23,0.000871231319164422
2021-08-10 15:32:24,0.000871231319164422
2021-08-10 15:32:25,0.000871231319164422
2021-08-10 15:32:26,0.000871231319164422
2021-08-10 15:32:27,0.000871231319164422
2021-08-10 15:32:28,0.000871231319164422
2021-08-10 15:32:29,0.000871231319164422
2021-08-10 15:32:30,0.0006367974916992622
2021-08-10 15:32:31,0.0006295372307062254
2021-08-10 15:32:32,0.0006222769697131884
2021-08-10 15:32:33,0.0006150167087201516
2021-08-10 15:32:34,0.00088004550710755
2021-08-10 15:32:35,0.00088004550710755
2021-08-10 15:32:36,0.00088004550710755
2021-08-10 15:32:37,0.00088004550710755
2021-08-10 15:32:38,0.00088004550710755
2021-08-10 15:32:39,0.0008874720686922875
2021-08-10 15:32:40,0.0008874720686922875
2021-08-10 15:32:41,0.0008874720686922875
2021-08-10 15:32:42,0.0008874720686922875
2021-08-10 15:32:43,0.0008874720686922875
2021-08-10 15:32:44,0.0008874720686922875
2021-08-10 15:32:45,0.0008874720686922875
2021-08-10 15:32:46,0.0008874720686922875
2021-08-10 15:32:47,0.0008874720686922875
2021-08-10 15:32:48,0.0008874720686922875
2021-08-10 15:32:49,0.0008874720686922875
2021-08-10 15:32:50,0.0008874720686922875
2021-08-10 15:32:51,0.0008874720686922875
2021-08-10 15:32:52,0.0008874720686922875
2021-08-10 15:32:53,0.0008874720686922875
2021-08-10 15:32:54,0.0008874720686922875
2021-08-10 15:32:55,0.0008874720686922875
2021-08-10 15:32:56,0.0008874720686922875
2021-08-10 15:32:57,0.0008874720686922875
2021-08-10 15:32:58,0.0008874720686922875
2021-08-10 15:32:59,0.0008874720686922875
2021-08-10 15:33:00,0.0008874720686922875
2021-08-10 15:33:01,0.0008874720686922875
2021-08-10 15:33:02,0.0008874720686922875
2021-08-10 15:33:03,0.0008874720686922875
2021-08-10 15:33:04,0.0008874720686922875
2021-08-10 15:33:05,0.0008874720686922875
2021-08-10 15:33:06,0.0008874720686922875
2021-08-10 15:33:07,0.0008874720686922875
2021-08-10 15:33:08,0.0008874720686922875
2021-08-10 15:33:09,0.0008874720686922875
2021-08-10 15:33:10,0.0008874720686922875
2021-08-10 15:33:11,0.0008874720686922875
2021-08-10 15:33:12,0.0008874720686922875
2021-08-10 15:33:13,0.0008874720686922875
2021-08-10 15:33:14,0.0008874720686922875
2021-08-10 15:33:15,0.0008874720686922875
2021-08-10 15:33:16,0.0008874720686922875
2021-08-10 15:33:17,0.0008874720686922875
2021-08-10 15:33:18,0.0008874720686922875
2021-08-10 15:33:19,0.0008874720686922875
2021-08-10 15:33:20,0.0008874720686922875
2021-08-10 15:33:21,0.0008874720686922875
2021-08-10 15:33:22,0.0008874720686922875
2021-08-10 15:33:23,0.0008874720686922875
2021-08-10 15:33:24,0.0008874720686922875
2021-08-10 15:33:25,0.0008874720686922875
2021-08-10 15:33:26,0.0008874720686922875
2021-08-10 15:33:27,0.0008874720686922875
2021-08-10 15:33:28,0.0008874720686922875
2021-08-10 15:33:29,0.0008874720686922875
2021-08-10 15:33:30,0.0008874720686922875
2021-08-10 15:33:31,0.0008874720686922875
2021-08-10 15:33:34,0.0008960702043142962
